source,company,title,category,location,latitude,longitude,datePosted,link,description
Adzuna,Waterstone Management Group,Data Science Architect,Consultancy Jobs,"Illinois Medical District, Chicago",41.868494,-87.673975,2021-01-20 02:35:05+00:00,https://www.adzuna.com/land/ad/1945166182?se=VsuVksFh6xGaWQ4Rkf3gbA&utm_medium=api&utm_source=2ae8e9f7&v=AE86BD2512915F7C6EB32D4DB943F57B787FB9B5,"...  in a data science capacity or leading one or more data scientists Proficient understanding of AI/ML concepts, and other contemporary data science logic; proven experience with advanced ...  analytics platforms-as-as-service solutions, while collaborating with client analytics SMEs to implement data science models across a variety of industries. Responsibil…"
Adzuna,Oracle,Senior Data Scientist,IT Jobs,"Illinois Medical District, Chicago",41.868494,-87.673975,2021-01-12 15:58:44+00:00,https://www.adzuna.com/land/ad/1931188828?se=VsuVksFh6xGaWQ4Rkf3gbA&utm_medium=api&utm_source=2ae8e9f7&v=E9C6D65CAB4A5D574CFECF104E00702F8C5D1902,"...  of our customers who are tackling some of the world's biggest challenges. We offer unique opportunities for smart, hands-on data scientists with the expertise and passion to solve ...  secure cloud services. We're looking for hands-on data scientists with the expertise and passion to apply research techniques and statistical analysis to security problems ..."
Adzuna,Epsilon,Senior Data Scientist,IT Jobs,"Illinois Medical District, Chicago",41.868494,-87.673975,2021-01-15 16:59:38+00:00,https://www.adzuna.com/land/ad/1938086141?se=pB7qksFh6xGaWQ4Rkf3gbA&utm_medium=api&utm_source=2ae8e9f7&v=2F62BDF96DA88E6EB305B13889B595518C62ED3B,"Job Description External Title: Senior Data Scientist Internal Title: Senior Scientist, Decision Sciences In this role, you will research and develop enhancements to Epsilon’s ... &D team combining data science, machine learning, AI, computer science, and more. Our colleagues love the fast-paced, dynamic work environment, the speed with which we translate ..."
Adzuna,Insurance Auto Auctions,Sr. Data Scientist,Engineering Jobs,"Illinois Medical District, Chicago",41.868494,-87.673975,2021-01-17 11:43:39+00:00,https://www.adzuna.com/land/ad/1940926039?se=pB7qksFh6xGaWQ4Rkf3gbA&utm_medium=api&utm_source=2ae8e9f7&v=0480BE6C080C8533BF22ED1111E822596B9C0612,"...  the intersection of data, technology and cars. As the Chicago-based innovation and data science hub for KAR, this team of data scientists and analysts creates new products to help power ... , and strengthen our customer relationships. The Data Science team proactively leads and collaborates to identify the most valuable problems to solve, constructs a Roadmap to delivery ..."
Adzuna,"Caterpillar, Inc.",Data Scientist II,"Energy, Oil & Gas Jobs","Illinois Medical District, Chicago",41.868494,-87.673975,2021-01-15 15:53:17+00:00,https://www.adzuna.com/land/ad/1938005901?se=pB7qksFh6xGaWQ4Rkf3gbA&utm_medium=api&utm_source=2ae8e9f7&v=E0B4DBF6CD1A03E8C3B2F133DCC3A2D184442A3E,"...  Data Scientist to help solve product and business development challenges using machine learning and artificial intelligence methods. As a data scientist, you will work on variety ...  and invoice data, engineering and product data, pricing information, quality and warranty data etc. The principal responsibility of the Data Scientist II is to be an independent contributor ..."
Adzuna,IBM,Data Scientist Apprentice,IT Jobs,"Illinois Medical District, Chicago",41.868494,-87.673975,2021-01-28 15:57:25+00:00,https://www.adzuna.com/land/ad/1960050522?se=pB7qksFh6xGaWQ4Rkf3gbA&utm_medium=api&utm_source=2ae8e9f7&v=04B8D7743BAF8EE20CAC360F411D1E5DBAC25BF3,"...  as a Junior Data Scientist. IBM Certification as a Junior Data Scientist provides the credentials and career milestone that is earned through demonstrated usage of Data Science tools ... Introduction As a Data Scientist at IBM, you will help transform our clients' data into tangible business value by analyzing information, communicating outcomes and collab…"
Adzuna,Epsilon,Director of Data Science,IT Jobs,"Illinois Medical District, Chicago",41.868494,-87.673975,2021-01-22 11:44:06+00:00,https://www.adzuna.com/land/ad/1949883377?se=pB7qksFh6xGaWQ4Rkf3gbA&utm_medium=api&utm_source=2ae8e9f7&v=693617380823B1C86F713D2C147442CF4DBA1B77,"...  techniques and approaches across the domains of data science, machine learning, and AI isnt just a nice to have, its a must As a Director of Data Science & Machine Learning Development, you ...  leadership as well as key business stakeholders across the organization. DAY-TO-DAY, YOUR ROLE INCLUDES:  Owning end-to-end development projects and managing the data science software ..."
Adzuna,University of Chicago,"Data Science, Specialist",IT Jobs,"Illinois Medical District, Chicago",41.868494,-87.673975,2021-01-25 08:48:58+00:00,https://www.adzuna.com/land/ad/1954079970?se=pB7qksFh6xGaWQ4Rkf3gbA&utm_medium=api&utm_source=2ae8e9f7&v=D24EB56758CFB0719E98F022D7F7204D1989D32B,"...  Computer Sci About the Unit The Center for Translational Data Science at the University of Chicago is seeking a Data Scientist to support a diverse range of research projects. Data ...  in our translational data science projects. A person in this position, under the leadership of team or project leads, contributes to the design and implementation of algorithms, models ..."
Adzuna,CJ Affiliate,Senior Data Scientist,IT Jobs,"Illinois Medical District, Chicago",41.868494,-87.673975,2021-01-09 16:49:17+00:00,https://www.adzuna.com/land/ad/1926717643?se=pB7qksFh6xGaWQ4Rkf3gbA&utm_medium=api&utm_source=2ae8e9f7&v=0F00F3BA5A9DA7A5C25BBDF67ACA25A06E3D3559,"Job Description CJ's Data Scientist is on the Data Science team and works closely with Client Development, Product Management, and other internal teams to solve business problems ... . The Sr. Data Scientist consults with clients and internal teams to define, design, and drive the implementation of analytical solutions to solve those business problems. A strong ..."
Adzuna,Trane Technologies,Senior Data Scientist,Engineering Jobs,"Illinois Medical District, Chicago",41.868494,-87.673975,2021-01-21 16:13:17+00:00,https://www.adzuna.com/land/ad/1948274474?se=pB7qksFh6xGaWQ4Rkf3gbA&utm_medium=api&utm_source=2ae8e9f7&v=370818916A76B7CE28A00C3B76D05FD55442E504,"Senior Data Scientist Minneapolis MN 314 W 90th St, Minneapolis, Minnesota, United States 17 additional locations United States, Texas, AustinUnited States, Texas, DallasChicago ...  management and related engineering domains. The Senior Data Scientist Modeling and Simulation (M&S) designs, develops and implement state-of-the-art Artificial Intelligence (AI) and Machine ..."
Adzuna,ZipRecruiter,Senior Data Scientist,IT Jobs,"Illinois Medical District, Chicago",41.868494,-87.673975,2021-01-01 20:55:00+00:00,https://www.adzuna.com/land/ad/1912908674?se=pB7qksFh6xGaWQ4Rkf3gbA&utm_medium=api&utm_source=2ae8e9f7&v=CB1069EC012B6742CF647E02497076C7B04E1320,"...  Scientist with a passion for problem-solving to join our team of data scientists and help solve new and existing challenges. Coming up with new analysis and understanding, building models ... , developing high quality, high-performance code and constantly improving the solution and expanding its scope. Key focuses: You'll be joining a team of software engineers, data scientists ..."
Adzuna,Epsilon,Data Scientist Intern,IT Jobs,"Illinois Medical District, Chicago",41.868494,-87.673975,2021-01-23 16:55:20+00:00,https://www.adzuna.com/land/ad/1951968548?se=pB7qksFh6xGaWQ4Rkf3gbA&utm_medium=api&utm_source=2ae8e9f7&v=AAFCD87EBED7C66EFA269BC6984BA375B272A512,"...  meaningful human interactions into exceptional business outcomes. Epsilon is seeking a Data Science Intern  As a Data Science Intern, you’ll be part of a team that focuses on researching ...  in Computer Science, Engineering, Statistics, Mathematics, Linguistics, or related field Research experience and coursework in data science, machine learning, graph theory, optimization ..."
Adzuna,Epsilon,Senior Data Scientist,IT Jobs,"Illinois Medical District, Chicago",41.868494,-87.673975,2021-01-22 11:44:05+00:00,https://www.adzuna.com/land/ad/1949883294?se=Jvimk8Fh6xGaWQ4Rkf3gbA&utm_medium=api&utm_source=2ae8e9f7&v=CD67FC8CD750D32EFEC53F48CD2EB54F23DBD1FF,", [ Follow us on Twitter at EpsilonMktg. Job Description EXTERNAL TITLE: _Senior Data Scientist_ INTERNAL TITLE: _Senior Scientist, Decision Sciences_ In this role, you will research ...  is a collaborative, multi-disciplinary R&D team combining data science, machine learning, AI, computer science, and more. Our colleagues love the fast-paced, dynamic work environment, the speed ..."
Adzuna,US Cellular,"Consultant, Data Science",Accounting & Finance Jobs,"Illinois Medical District, Chicago",41.868494,-87.673975,2021-01-20 09:47:04+00:00,https://www.adzuna.com/land/ad/1945905935?se=Jvimk8Fh6xGaWQ4Rkf3gbA&utm_medium=api&utm_source=2ae8e9f7&v=F3B0F396E88D4D88D29A8CCDE2B59D59DF4C2219,"Consultant, Data Science - MAR The Consultant, Data Science is responsible for developing, validating, and implement statistical models, forecasting tools, machine-learning ...  technical resources with diverse backgrounds in data warehousing, business intelligence, reporting, data science, forecasting, and CRM. The SANDS team is responsible for delivering data ..."
Adzuna,Synchrony,"VP, Data Science",Accounting & Finance Jobs,"Illinois Medical District, Chicago",41.868494,-87.673975,2021-01-17 15:59:01+00:00,https://www.adzuna.com/land/ad/1941098753?se=Jvimk8Fh6xGaWQ4Rkf3gbA&utm_medium=api&utm_source=2ae8e9f7&v=D5CAC6B120D3B319A54E9B3AA950C4F8CD3D4A6C,"Job Description: Role Summary/Purpose: This position is a highly technical role leading a team of data scientists within the Enterprise Customer Engagement (ECE) Decision ...  of data scientists - Ensure the team has the right tools, processes and agile principles in place to deliver work that is on time and to specification - Partner with multiple business ..."
Adzuna,Trane Technologies,Sr. Data Scientist,IT Jobs,"Illinois Medical District, Chicago",41.868494,-87.673975,2021-01-06 15:52:33+00:00,https://www.adzuna.com/land/ad/1920946031?se=Jvimk8Fh6xGaWQ4Rkf3gbA&utm_medium=api&utm_source=2ae8e9f7&v=83FCCFF37E3FD4107B6134A83374DE6C725F091B,"Sr. Data Scientist United States 10 additional locations United States, Minnesota, MinneapolisUnited States, North Carolina, DavidsonUnited States, Texas, AustinUnited States ...  experience and sales space. We are looking for an innovative data scientist that can help drive this effort and deliver on the machine learning (ML) roadmap. We have an ambitious plan ..."
Adzuna,Microsoft Corporation,Data Scientist - CTJ,IT Jobs,"Illinois Medical District, Chicago",41.868494,-87.673975,2021-01-09 15:55:22+00:00,https://www.adzuna.com/land/ad/1926492252?se=Jvimk8Fh6xGaWQ4Rkf3gbA&utm_medium=api&utm_source=2ae8e9f7&v=25394864596A89F97A5D775AE654E40ECBD0BE41,"...  that drives Digital Transformation? If so, then the Data Scientist role in Microsoft Consulting is the right career for you Microsoft Federal Consulting Services is dedicated to delivering ...  on Microsoft's mission to empower every person and every organization on the planet to achieve more. Our diverse team includes architects, data scientists, consultants, sales, and business ..."
Adzuna,Kemper Corporation,Data Science Director,"Energy, Oil & Gas Jobs","Illinois Medical District, Chicago",41.868494,-87.673975,2020-12-31 15:53:28+00:00,https://www.adzuna.com/land/ad/1909685245?se=Jvimk8Fh6xGaWQ4Rkf3gbA&utm_medium=api&utm_source=2ae8e9f7&v=3BF0355D7FEA0286F18D7E85B112027BAFD566C1,"...  audiences - Graduate degree in a quantitative field preferred: Data Science, Actuarial, Mathematics, Statistics, CS, Physics, MIS, Economics, etc. - 10 years' experience in a data science ..."
Adzuna,Xactly,Data Science Intern,Sales Jobs,"Illinois Medical District, Chicago",41.868494,-87.673975,2021-01-22 04:24:36+00:00,https://www.adzuna.com/land/ad/1949344295?se=Jvimk8Fh6xGaWQ4Rkf3gbA&utm_medium=api&utm_source=2ae8e9f7&v=4F0D0C2A1B7F0BE04DB640A0E8E7FACE867ABC61,"...  to key data science initiatives. Working closely with our team of Product Managers and Data Scientists, you will learn how Xactly approaches transforming raw data into actionable ..."
Adzuna,Accenture,Data Science Manager,Consultancy Jobs,"Illinois Medical District, Chicago",41.868494,-87.673975,2021-01-05 02:41:24+00:00,https://www.adzuna.com/land/ad/1917886100?se=Jvimk8Fh6xGaWQ4Rkf3gbA&utm_medium=api&utm_source=2ae8e9f7&v=75E49182EB6B98B28D2A75420871A1F014A59959,"...  of experience with real data Bachelors Degree or equivalent (minimum 12 years) work experience Bonus points if: You have a graduate degree focusing on math, data science, analytics ..."
Adzuna,PayPal,Data Scientist 2,IT Jobs,"Illinois Medical District, Chicago",41.868494,-87.673975,2021-01-14 05:14:01+00:00,https://www.adzuna.com/land/ad/1935139001?se=Jvimk8Fh6xGaWQ4Rkf3gbA&utm_medium=api&utm_source=2ae8e9f7&v=7C25F84A68811A72C2245144D05543B6B614956A,"Who we are Fueled by a fundamental belief that having access to financial services creates opportunity, PayPal (NASDAQ: PYPL) is committed to democratizing financial services and empowering people and businesses to join and thrive in the global economy. Our open digital payments platform gives PayPal’s 325 million active account holders the confidence to connect and transact in new and powerful ways, whether they are online, on a mobile device, in an app, or in person. Through a combination of …"
Adzuna,VMware,Senior Data Analyst - Data Sciences and Advanced Analytics - Opportunity for Working Remotely,IT Jobs,"Illinois Medical District, Chicago",41.86905,-87.67165,2021-01-18 18:39:09+00:00,https://www.adzuna.com/land/ad/1942604773?se=Jvimk8Fh6xGaWQ4Rkf3gbA&utm_medium=api&utm_source=2ae8e9f7&v=2713EF2B101733BBE247DF48477A6EC5270CFCBB,"...  for solutioning Work across a variety of business intelligence, advanced analytics, and data sciences projects. Exposure to operations analytics, channel sales, and/or SaaS project management ... ,and data sciences in a leading firm for at least 5 years. Technical experience in statistics, predictivemodeling,and other data sciences, as well as experience in developingdatasetsand ..."
Adzuna,"AMI Group, LLC",Senior Data Scientist / Engineer,IT Jobs,"Illinois Medical District, Chicago",41.868494,-87.673975,2021-01-26 04:17:52+00:00,https://www.adzuna.com/land/ad/1955449373?se=BlcIlMFh6xGrSvw4TIBLVQ&utm_medium=api&utm_source=2ae8e9f7&v=21A172A0EF418605F0A59B372E009B7153388C1B,"...  data science support for various projects within Chicago Parking Meters, LLC (“CPM”). The Senior Data Scientist assists in overseeing the activities of the data analyst ...  data science and analytics across the business. The Senior Data Scientist synthesizes and leverages CPM’s data to enhance the business’ capabilities for overall goal achievement ..."
Adzuna,IBM,Junior Data Scientist Apprenticeship,IT Jobs,"Illinois Medical District, Chicago",41.868494,-87.673975,2021-01-09 15:54:55+00:00,https://www.adzuna.com/land/ad/1926491809?se=BlcIlMFh6xGrSvw4TIBLVQ&utm_medium=api&utm_source=2ae8e9f7&v=D410B0B85A0FBBCADCD6D029A32FA7E2C4666EE3,"...  as a Junior Data Scientist. IBM Certification as a Junior Data Scientist provides the credentials and career milestone that is earned through demonstrated usage of Data Science tools ... Introduction As a Data Scientist at IBM, you will help transform our clients' data into tangible business value by analyzing information, communicating outcomes and collab…"
Adzuna,University of Chicago,"Data Science, Sr. Analyst",IT Jobs,"Illinois Medical District, Chicago",41.868494,-87.673975,2021-01-25 08:48:37+00:00,https://www.adzuna.com/land/ad/1954079923?se=BlcIlMFh6xGrSvw4TIBLVQ&utm_medium=api&utm_source=2ae8e9f7&v=3894E4E9F57766DEBDF20340C9A13A8D07699B11,"...  Computer Sci About the Unit The Center for Translational Data Science at the University of Chicago is seeking a Data Scientist to support a diverse range of research projects. Data ...  in our translational data science projects. A person in this position, under the leadership of team or project leads, contributes to the design and implementation of algorithms, models ..."
Adzuna,DePaul University,Adjunct Faculty in Data Science,Teaching Jobs,"Illinois Medical District, Chicago",41.868494,-87.673975,2021-01-27 17:51:38+00:00,https://www.adzuna.com/land/ad/1958224593?se=BlcIlMFh6xGrSvw4TIBLVQ&utm_medium=api&utm_source=2ae8e9f7&v=EB06BB620B1CFA91202F8DDFC83D2CD35352DA6F,"...  Technology, Network Engineering, Data Science and Cybersecurity. Human Computer Interaction and User Experience Design are joint programs with CDMs School of Design. Required Qualifications ...  in an diverse learning environment. Special Instructions to Applicants: The School of Computing offers both a BS and a MS in Data Science. Students gain advanced skills in data analytics ..."
Adzuna,Lytics,Data Science Engineer - Remote,IT Jobs,"Illinois Medical District, Chicago",41.868494,-87.673975,2021-01-05 17:04:33+00:00,https://www.adzuna.com/land/ad/1919162262?se=BlcIlMFh6xGrSvw4TIBLVQ&utm_medium=api&utm_source=2ae8e9f7&v=2A4447CA73F9C9F6E8D2E05CC516B2AF302A62DF,": Lytics is looking for a Software Engineer to join the Data Science team. As a Data Science Engineer you will be responsible for helping to optimize data workflows and pipelines for data ...  of our industry-pioneering customers, as well as the rapid pace of a versatile and highly innovative product. Responsibilities: Maintaining existing and developing new data sciences ..."
Adzuna,US Cellular,"Sr Modeler, Data Science",Accounting & Finance Jobs,"Illinois Medical District, Chicago",41.868494,-87.673975,2021-01-20 09:47:00+00:00,https://www.adzuna.com/land/ad/1945905257?se=BlcIlMFh6xGrSvw4TIBLVQ&utm_medium=api&utm_source=2ae8e9f7&v=EF92294527D16147DA85CC5755A9770B578AB273,"Sr Modeler, Data Science - FIN The Sr. Modeler, Data Science is responsible for developing, validating, and implement programs, statistical models, forecasting tools, machine ... , business intelligence, reporting, data science, forecasting, and CRM. The SANDS team is responsible for delivering data solutions, analytical tools, campaign. execution, and business ..."
Adzuna,LaBine and Associates,Data Science / Product Analyst,IT Jobs,"Illinois Medical District, Chicago",41.868494,-87.673975,2021-01-04 21:01:37+00:00,https://www.adzuna.com/land/ad/1917529410?se=BlcIlMFh6xGrSvw4TIBLVQ&utm_medium=api&utm_source=2ae8e9f7&v=82FC4D6FFB7337C2316DDA2D4396F04E10766E1A,". Relevant skills/experience 3 years of industry experience in a data science or analytics role 2 years of industry experience in business/revenue focused role Ability to write structured ...  Experience in programming, especially with data science libraries in Python or R A bachelor's degree in Engineering or a related field Experience with data pipelines: transforming raw ..."
Adzuna,"Echo Global Logistics, Inc.",Staff Data Science Engineer,IT Jobs,"Illinois Medical District, Chicago",41.868494,-87.673975,2021-01-07 18:24:24+00:00,https://www.adzuna.com/land/ad/1923254574?se=BlcIlMFh6xGrSvw4TIBLVQ&utm_medium=api&utm_source=2ae8e9f7&v=89FA3D2164531D8D0646BBBE825E873AB534E395,"...  transport goods quickly, securely, and cost-effectively. Position Overview: As a Staff Data Science Engineer on the Echo Global Logistics team, you will contribute to engineering of large ... -world business challenges.  Lead the data science engineering practice within the IT organization, mentor members of the team, represent the practice to groups outside of the IT ..."
Adzuna,"Echo Global Logistics, Inc.",Staff Data Science Engineer,IT Jobs,"Illinois Medical District, Chicago",41.868494,-87.673975,2021-01-11 15:35:54+00:00,https://www.adzuna.com/land/ad/1929221896?se=BlcIlMFh6xGrSvw4TIBLVQ&utm_medium=api&utm_source=2ae8e9f7&v=1999E715F9E8D862A3E0625996C6FD5D87EB164F,"...  quickly, securely, and cost-effectively. POSITION OVERVIEW: As a Staff Data Science Engineer on the Echo Global Logistics team, you will contribute to engineering of large scale web ...  business challenges.  Lead the data science engineering practice within the IT organization, mentor members of the team, represent the practice to groups outside of the IT organization ..."
Adzuna,Sapient Corporation,Manager Data Science and Analytics,Consultancy Jobs,"Illinois Medical District, Chicago",41.868494,-87.673975,2021-01-18 18:11:01+00:00,https://www.adzuna.com/land/ad/1942568782?se=BlcIlMFh6xGrSvw4TIBLVQ&utm_medium=api&utm_source=2ae8e9f7&v=24056C39EAA5043CCE98F83879125151166C800B,"...  experience across technology, data sciences, consulting and customer obsession to accelerate our clients' businesses through designing the products and services their customers truly value ... . Job Description We are seeking an entrepreneurial Analytics Manager to join our Data Science & Analytics team. This is a custom analytics, research and consulting team that delivers data driven ..."
Adzuna,GoHealth,"Data Scientist, Advanced Analytics",IT Jobs,"Illinois Medical District, Chicago",41.868494,-87.673975,2021-01-13 18:04:03+00:00,https://www.adzuna.com/land/ad/1933940342?se=2pd6lMFh6xGc0-57odbXXg&utm_medium=api&utm_source=2ae8e9f7&v=56C8B3B2557A5562571FFFE99AB71F2DDB50B9E1,"GoHealth is looking for a Data Scientist to join its Advanced Analytics and Operations Research team. You will be responsible for using a combination of business intuition ... , statistically-significant methods to evaluate best performing strategies n Stay current with data analytics tools and techniques and methods for data science, statistics and optimization nn ..."
Adzuna,McDonald's Corporation,"Manager, Customer Data Science","Energy, Oil & Gas Jobs","Illinois Medical District, Chicago",41.868494,-87.673975,2021-01-05 16:59:49+00:00,https://www.adzuna.com/land/ad/1919144232?se=2pd6lMFh6xGc0-57odbXXg&utm_medium=api&utm_source=2ae8e9f7&v=F407985AA2C8718CF90B8F84ADE39CDD542F5766,"...  analytics and data science agencies, inclusive of managing external deliverables and setting priorities. Use basic statistical concepts (linear regression, logistic regression, decision ..."
Adzuna,Numerator,Data Engineer - Data Science,IT Jobs,"West Loop, Chicago",41.8825,-87.6367,2021-01-21 06:56:29+00:00,https://www.adzuna.com/land/ad/1947716387?se=2pd6lMFh6xGc0-57odbXXg&utm_medium=api&utm_source=2ae8e9f7&v=0FD0E6416B4CFD68988D2EC33A5AAF1348C78187,", and improvements, etc. to stakeholders. Provide data science engineering consulting and support to both internal and external clients. What we are looking for 3 years of industry experience ...  as a Data Scientist or Data Engineer and/or equivalent role with analytical technology focus. Proficient software engineering experience in scripting ( preferably Python and/or R ..."
Adzuna,KPMG,"Manager, NLP Data Scientist",IT Jobs,"Illinois Medical District, Chicago",41.868494,-87.673975,2021-01-22 15:54:26+00:00,https://www.adzuna.com/land/ad/1950188621?se=2pd6lMFh6xGc0-57odbXXg&utm_medium=api&utm_source=2ae8e9f7&v=3D2B1965B123F73727861FD0BD9CBB6E285070A6,"Business Title: Manager, NLP Data Scientist Requisition Number: 54382 - 31 Function: Advisory Area of Interest: State: IL City: Chicago Description: You'll be an important part ... : - Minimum of five years of experience leading teams of at least five data scientists, engineers, and other data & analytics professionals, including business development, requirements ..."
Adzuna,Publicis Sapient,Manager Data Science and Analytics,Consultancy Jobs,"Illinois Medical District, Chicago",41.868494,-87.673975,2021-01-05 02:41:25+00:00,https://www.adzuna.com/land/ad/1917886304?se=2pd6lMFh6xGc0-57odbXXg&utm_medium=api&utm_source=2ae8e9f7&v=EC6783DDA46186476DAE97050737CBFED1EC6727,"We are seeking an entrepreneurial Analytics Manager to join our Data Science & Analytics team. This is a custom analytics, research and consulting team that delivers data driven ..."
Adzuna,McDonald's,"Manager, Customer Data Science",IT Jobs,"Illinois Medical District, Chicago",41.868494,-87.673975,2021-01-04 19:18:21+00:00,https://www.adzuna.com/land/ad/1917325939?se=2pd6lMFh6xGc0-57odbXXg&utm_medium=api&utm_source=2ae8e9f7&v=6E9ADBD1749C91D03C0C06F4E902F24887471EEE,"...  deliverables in a fast paced environment. Manage relationships with external advanced analytics and data science agencies, inclusive of managing external deliverables and setting priorities ..."
Adzuna,McDonald's,"Supervisor, Customer Data Science",IT Jobs,"Illinois Medical District, Chicago",41.868494,-87.673975,2021-01-08 19:20:34+00:00,https://www.adzuna.com/land/ad/1925072893?se=2pd6lMFh6xGc0-57odbXXg&utm_medium=api&utm_source=2ae8e9f7&v=ACC5F7C76C83B6F1803BDD7C13889BB2FE478E3E,"...  analysts, data scientists and data engineers focused on investigating into large-scale marketing data. Act as liaison between US Marketing and Global Technology, representing ...  business use cases. Coach, cross-functionally, data/platform/methodology best practices and drive institutional knowledge across the teams. Support a diverse team of hard-working data ..."
Adzuna,McDonald's,"Supervisor, Customer Data Science",IT Jobs,"Illinois Medical District, Chicago",41.868494,-87.673975,2021-01-08 15:53:31+00:00,https://www.adzuna.com/land/ad/1924755788?se=2pd6lMFh6xGc0-57odbXXg&utm_medium=api&utm_source=2ae8e9f7&v=31E0D613A53782CB8AD3E78518524D0FFAE1133B,", cross-functionally, data/platform/methodology best practices and drive institutional knowledge across the teams. - Support a diverse team of hard-working data analysts, data scientists ...  and data engineers focused on investigating into large-scale marketing data. - Act as liaison between US Marketing and Global Technology, representing and advocating for the needs of US ..."
Adzuna,McDonald's,"Manager, Customer Data Science",IT Jobs,"Illinois Medical District, Chicago",41.868494,-87.673975,2021-01-07 15:52:51+00:00,https://www.adzuna.com/land/ad/1922940446?se=2pd6lMFh6xGc0-57odbXXg&utm_medium=api&utm_source=2ae8e9f7&v=2A25AE2BABE8B1D1579AEE7702D8ACA9767DD7B6,"...  with external advanced analytics and data science agencies, inclusive of managing external deliverables and setting priorities. - Use basic statistical concepts (linear regression, logistic ..."
Adzuna,Braze,"Senior Data Scientist, Intelligence",IT Jobs,"Illinois Medical District, Chicago",41.868494,-87.673975,2021-01-02 03:18:10+00:00,https://www.adzuna.com/land/ad/1913364036?se=2pd6lMFh6xGc0-57odbXXg&utm_medium=api&utm_source=2ae8e9f7&v=822159B9014D4A4FCD877A9ACF69F87479035643,"You’ll collaborate with Product Managers and Engineers to build innovative ways to leverage data and automate decision-making for our customers. Explore and analyze the billions of daily data points that Braze’s customers generate in search of predictive, valuable, actionable signals. Build, analyze, and iterate on models that are best suited for the job, whether that’s supervised or unsupervised learning, neural networks, or simple regressions WHO YOU ARE PhD in Computer Science, Applied Mathe…"
Adzuna,PwC,Data Science Manager - Pharmaceutical,Accounting & Finance Jobs,"The Gap, Chicago",41.8865,-87.6245,2021-01-15 13:59:20+00:00,https://www.adzuna.com/land/ad/1937855710?se=0qDYlMFh6xGc0-57odbXXg&utm_medium=api&utm_source=2ae8e9f7&v=341C729CFC659D6D86D1C599623525ECF67EB7A0,"A career in our Analytics Technology practice, within Data and Analytics Technology services, will provide you with the opportunity to help organisations uncover enterprise insights and drive business results using smarter data analytics. We focus on a collection of organisational technology capabilities, including business intelligence, data management, and data assurance that help our clients drive innovation, growth, and change within their organisations in order to keep up with the changing…"
Adzuna,Facebook,"Technical Recruiter, Data Science",HR & Recruitment Jobs,"Illinois Medical District, Chicago",41.868494,-87.673975,2021-01-27 16:03:55+00:00,https://www.adzuna.com/land/ad/1958060864?se=0qDYlMFh6xGc0-57odbXXg&utm_medium=api&utm_source=2ae8e9f7&v=BCFE564350BD306369B15FC18DE354DEF85CE040,"Intro: Facebook's mission is to give people the power to build community and bring the world closer together. Through our family of apps and services, we're building a different kind of company that connects billions of people around the world, gives them ways to share what matters most to them, and helps bring people closer together. Whether we're creating new products or helping a small business expand its reach, people at Facebook are builders at heart. Our global teams are constantly iterat…"
Adzuna,CreditNinja,Data Science/Data Analytics - Project Manager,IT Jobs,"Illinois Medical District, Chicago",41.868494,-87.673975,2021-01-28 17:45:31+00:00,https://www.adzuna.com/land/ad/1960268684?se=0qDYlMFh6xGc0-57odbXXg&utm_medium=api&utm_source=2ae8e9f7&v=B38FB83CEB550A4212FA9D347E6F5BCDF99E663F,"...  is comprised of data scientists, data engineers and analysts. The Project Manager will have the opportunity to apply advanced project management knowledge, skills and tools to prioritize ...  and drive projects that impact company-wide strategic initiatives. The Project Manager will scale our data science and data analytics impact through the delivery of quality, timely work ..."
Adzuna,GoHealth,"Senior Data Scientist, Machine Learning",IT Jobs,"Illinois Medical District, Chicago",41.868494,-87.673975,2021-01-13 18:03:56+00:00,https://www.adzuna.com/land/ad/1933939376?se=0qDYlMFh6xGc0-57odbXXg&utm_medium=api&utm_source=2ae8e9f7&v=2DBE5AF3CAFA93A79433A1EF7509F12322FDDC1E,"Interested in Machine Learning techniques in the areas of Predictive Modeling, Time-Series Forecasting, and Survival Analysis? As a Senior Data Scientist at GoHealth, you ...  will work with partners to build end-to-end data science models throughout our diverse business. This includes projects for call-center traffic projection, agent-behavior modeling ..."
Adzuna,Nielsen,Sr Devops Engineer (Data Science),IT Jobs,"Illinois Medical District, Chicago",41.868494,-87.673975,2021-01-07 01:59:10+00:00,https://www.adzuna.com/land/ad/1922027329?se=0qDYlMFh6xGc0-57odbXXg&utm_medium=api&utm_source=2ae8e9f7&v=DE504D4D80189A0FC54AA60B2B9EAED828DB7B3B,"...  science platform. RESPONSIBILITIES Provide technical support to data scientists using the platform (both internal and external) Diagnose technical faults on a platform using Kubernetes ... Sr Devops Engineer (Data Science) - 77901 Technology and Engineering - USA Chicago, Illinois ABOUT THIS JOB At Nielsen, we bring together big data and technology to provide our ..."
Adzuna,"Anthem, Inc",Data Science Sol Cons Sr,IT Jobs,"Illinois Medical District, Chicago",41.868494,-87.673975,2021-01-23 15:52:33+00:00,https://www.adzuna.com/land/ad/1951922275?se=0qDYlMFh6xGc0-57odbXXg&utm_medium=api&utm_source=2ae8e9f7&v=276D1D30A08F10FA1FF7974C920FEABE9DFE8B1F,"...  and together we will drive the future of health care. This is an exceptional opportunity to do innovative work that means more to you and those we serve. The Data Science Solution Consultant ...  Senior Responsible for design and development of analytic models, applications and supporting tools, which enable Data Scientists to create algorithms/models in a big data ecosystem ..."
