Job_Title,Job_Company,Job_Location,Job_Salary
Sr. Data Analyst - Compliance,Wintrust Financial Corporation,"Rosemont, IL",
SR Actuarial Data Scientist,Allstate,"Northbrook, IL",
Lead Data Science Analyst - IHM,Discover,"Riverwoods, IL",
Director Biostatistics,Astellas Pharmaceuticals,"Northbrook, IL",
"Data Scientist, Machine Learning",#TeamGoHealth,"Chicago, IL",
Senior Data Analyst,Cision,"Chicago, IL",
Senior Manager - Machine Learning,United Airlines Inc.,"Chicago, IL",
"VP, Chief Credit Officer",Alliant Credit Union,"Rolling Meadows, IL",
Manager Data Science and Analytics,Publicis Sapient,"Chicago, IL",
"Compliance - Sr. Data Analyst - Rosemont, IL",Wintrust Financial Corporation,"Rosemont, IL",
Senior Software Engineer - Big Data,Deloitte,"Chicago, IL",
Data Science Manager,PwC,"Chicago, IL",
Real World Analytics Data Scientist,Tempus,"Chicago, IL",
Computational Systems Biologist,Tempus,"Chicago, IL",
Azure Data Architect,Accenture,"Chicago, IL",
Senior Technical Product Manager,Kin Insurance,"Chicago, IL",
"Director Consumer Insights, Marketing Intelligence & Innovation Strategy",US Cellular,"Chicago, IL",
Senior Data Science Architect,West Monroe,"Chicago, IL",
Lead Data Science Analyst - IHM,Discover,"Riverwoods, IL",
"Senior Manager, Analytics - Remote",Adtalem Global Education,"Chicago, IL",
Deep Learning Engineer,Numerator,"Chicago, IL",
Senior Big Data Engineer - QuantumBlack,McKinsey & Company,"Chicago, IL",
Lead Financial Analyst - Artificial Intelligence Strategic Growth Offering (AI SGO) Finance & Investment,Deloitte,"Chicago, IL",
Lead Data Engineer - MB,Martin Brower,"Rosemont, IL",
Business Intelligence Analyst,MDLIVE,"Chicago, IL",
RD2 Data Engineering Specialist / RD3 Data Engineer,Argonne National Laboratory,"Lemont, IL",
"Advisor, Analytics (Evaluation)",CVS Health,"Northbrook, IL",
"Senior Analyst, Machine Learning DevOps - Remote",Adtalem Global Education,"Chicago, IL",
"Advisor, Data Scientist (Health Outcomes)",CVS Health,"Northbrook, IL",
Data Analyst – BSA Model Development,Wintrust Financial Corporation,"Rosemont, IL",
"Manager, Reporting and Segmentation, North American Collections and Risk Analytics",BMO Harris Bank,"Chicago, IL",
Senior UX Analyst,New Relic,"Chicago, IL",
Solutions Architect,Databricks,"Chicago, IL",
Senior Manager of Strategy and Business Analytics,"Groupon, Inc.","Chicago, IL",
Senior Data Scientist – Corporate Training,Attadale Partners,"Schaumburg, IL",
"Senior Advisor, Data Scientist",CVS Health,"Northbrook, IL",
Senior Analytics Architect (Energy & Utilities),West Monroe,"Chicago, IL",
Data Scientist,Insight Global,"Chicago, IL",$36 - $77 an hour
Data Engineer,PatientIQ,"Chicago, IL",
"Lead Cybersecurity Engineer, Data Science & Analytics",Discover Financial Services,"Riverwoods, IL",
"Associate Manager, Clinical Data Sciences",Premier Research Group Limited,"Chicago, IL",
"Data Scientist, Climate Change Solutions",Environmental Law & Policy Center,"Chicago, IL","$75,000 - $80,000 a year"
"Solutions Architect, Network, Data Center",Presidio,"Chicago, IL",
Ecommerce Unicorn Start up looking for AWS Lead Data Engineer / BI Engineer,RTRP,"Chicago, IL","$125,000 - $180,000 a year"
Senior Web Analyst (remote contract),projekt202,"Chicago, IL",
Senior Marketing Data Analyst,Avant,"Chicago, IL",
Data Science Associate Consultant,ZS Associates,"Chicago, IL",
Research Data Analyst Senior,Northwestern University,"Chicago, IL",
Analytics & Insights Manager - Human Capital as a Service,Deloitte,"Chicago, IL",
Sr. Data Engineer / Azure,"Insight Enterprises, Inc.","Chicago, IL",$110 - $150 an hour
Quantitative Researcher,DRW Trading Group,"Chicago, IL",
Senior Algorithms & Machine Learning Scientist,WALGREENS,"Deerfield, IL",
Senior Healthcare Data Analyst,Medical Home Network,"Chicago, IL",
Manager Data Science - IHM,Discover,"Riverwoods, IL",
Data Scientist I,ReaderLink,"Oak Brook, IL",
Senior Data Science Associate,TheMathCompany,"Chicago, IL",
Data Scientist (Decision Science Identity Team),Epsilon,"Chicago, IL",
Data Scientist - Utility Analytics,Koch Engineered Solutions,"Chicago, IL",
Senior Machine Learning Engineer,#TeamGoHealth,"Chicago, IL",
Data and Analytics Experienced Manager - Supply Chain Management,"Baker Tilly US, LLP","Chicago, IL",
Experienced Algorithmic Trader,Roy Talman & Associates,"Chicago, IL",
"Azure Cloud Enablement - Analytics & Cognitive, Consultant",Deloitte,"Chicago, IL",
Data Scientist - Senior Advisor,CVS Health,"Northbrook, IL",
"Executive Advisor, Analytics (Evaluation)",CVS Health,"Northbrook, IL",
Senior Business Analyst - Process Engineer,Millennium Trust Company,"Oak Brook, IL",
"Senior Data Scientist, Machine Learning",#TeamGoHealth,"Chicago, IL",
Forensic Data Analytics Manager - Nationwide,BDO,"Chicago, IL",
"Computer Science, Assistant Professor in Machine Learning, Tenure Track",Loyola University Chicago,"Chicago, IL",
Data Analytics + Insights Director,Creative Circle,"Chicago, IL",
Computer Vision / Deep Learning Scientist,Tempus,"Chicago, IL",
Postdoctoral Appointee - Computational Mathematician/Statistician,Argonne National Laboratory,"Lemont, IL",
"Senior Specialist, UI-UX Designer",KPMG,"Chicago, IL",
Engineering Lead - Analytics Platform,Tempus,"Chicago, IL",
"GCP Cloud Enablement - Analytics & Cognitive, Consultant",Deloitte,"Chicago, IL",
Senior Business Intelligence Engineer,SADA,"Chicago, IL",
Data Science Manager,PwC,"Chicago, IL",
Machine Learning Infrastructure Engineer,Tempus,"Chicago, IL",
Senior AI & ML Engineer,CNA Insurance,"Chicago, IL",
Data Scientist - Utility Analytics,Koch Engineered Solutions,"Chicago, IL",
Lead Data Science Analyst - IHM,Discover,"Riverwoods, IL",
Senior Machine Learning Engineer,#TeamGoHealth,"Chicago, IL",
Data and Analytics Experienced Manager - Supply Chain Management,"Baker Tilly US, LLP","Chicago, IL",
Experienced Algorithmic Trader,Roy Talman & Associates,"Chicago, IL",
"Azure Cloud Enablement - Analytics & Cognitive, Consultant",Deloitte,"Chicago, IL",
Data Scientist - Senior Advisor,CVS Health,"Northbrook, IL",
"Executive Advisor, Analytics (Evaluation)",CVS Health,"Northbrook, IL",
Senior Business Analyst - Process Engineer,Millennium Trust Company,"Oak Brook, IL",
Data Science Manager,PwC,"Chicago, IL",
"Computer Science, Assistant Professor in Machine Learning, Tenure Track",Loyola University Chicago,"Chicago, IL",
Computer Vision / Deep Learning Scientist,Tempus,"Chicago, IL",
Postdoctoral Appointee - Computational Mathematician/Statistician,Argonne National Laboratory,"Lemont, IL",
"Senior Specialist, UI-UX Designer",KPMG,"Chicago, IL",
Senior Full Stack Analytics Developer,Saggezza,"Chicago, IL",
Lead Data Science Analyst - IHM,Discover,"Riverwoods, IL",
"Senior Associate/Manager, Conversational AI Developer",KPMG,"Chicago, IL",
"Mathematics and Statistics, Assistant Professor, Applied Statistics and Data Science, Tenure Track",Loyola University Chicago,"Chicago, IL",
Compute/AI HW ASIC Design and Implementation Engineer,Qualcomm Canada ULC,"Markham, IL",
Senior Manager – Supply Chain Analytics (Client role),Maven Advisors,"Chicago, IL",
Data Quality Architect,RSM US LLP,"Chicago, IL",
Senior Data Engineer,KPMG,"Chicago, IL",
"Business Analyst, Revenue Growth Management - GLCC",Great Lakes Coca-Cola Bottling,"Rosemont, IL",
"Principal Cybersecurity Engineer, Data Science & Analytics",Discover,"Riverwoods, IL",
Senior Machine Learning Engineer,M1 Finance,"Chicago, IL",
Machine Learning Engineer,Fetch Rewards,"Chicago, IL",
Data Analyst,PayLink Direct,United States,"$49,716 - $113,345 a year"
Info Security Sr Engineer - IAM Data Analytics Design Lead,Wells Fargo,"Chicago, IL",
"Artificial Intelligence, Manager - Applied Artificial Intelligence (Full Stack Developer)",Deloitte,"Chicago, IL",
Analytics Strategy - Senior Advisor,CVS Health,"Northbrook, IL",
Data Science Manager,PwC,"Chicago, IL",
Lead Data Science Analyst - IHM,Discover,"Riverwoods, IL",
Senior Machine Learning Engineer,M1 Holdings,"Chicago, IL",
Sr. Full Stack Engineer – Big Data,Deloitte,"Chicago, IL",
"Manager, Security Data Analytics (SIEM)",Allstate,"Northbrook, IL",
Senior Product Marketing Director,TransUnion,"Chicago, IL",
Machine Learning Engineer,#TeamGoHealth,"Chicago, IL",
Senior Data Engineer,M1 Holdings,"Chicago, IL",
"Director, Advanced Analytics",#TeamGoHealth,"Chicago, IL",
"Manager, Deal Advisory and Strategy Analytics, Healthcare",KPMG,"Chicago, IL",
AWS Data Engineer,Accenture,"Chicago, IL",
"Sr. Project Manager, eCommerce Governance and Technology",Perrigo Company,"Des Plaines, IL",
"Postdoctoral Appointee – Machine Learning, Deep Learning, Computer Vision for Ecology",Argonne National Laboratory,"Lemont, IL",
Solutions Architect-Data & Analytics and Cloud,Wavicle Data Solutions,"Chicago, IL",
Data Analyst,PayLink Direct,United States,"$49,716 - $113,345 a year"
Data Science Manager,PwC,"Chicago, IL",
Lead Data Science Analyst - IHM,Discover,"Riverwoods, IL",
Computational Scientist-Natural Language Processing,The University of Chicago,"Chicago, IL",
Research Associate (Post-doctoral Fellow),Loyola University Chicago,"Maywood, IL",
Senior Data Engineer,PatientIQ,"Chicago, IL",
Director Customer Growth Analytics - Front Store Personalization,CVS Health,"Northbrook, IL",
"Senior Manager, Advanced Analytics",#TeamGoHealth,"Chicago, IL",
"Computer Vision Architect, Manager - Applied Artificial Intelligence",Deloitte,"Chicago, IL",
Senior Software Engineer,INTL FCStone,"Chicago, IL",
Data Scientist I,ReaderLink,"Oak Brook, IL",
Senior Data Science Associate,TheMathCompany,"Chicago, IL",
Senior Healthcare Data Analyst,Medical Home Network,"Chicago, IL",
Manager Data Science - IHM,Discover,"Riverwoods, IL",
Senior Statistician,Abbott Laboratories,"Des Plaines, IL",
Data Engineer - Experience Management,Deloitte,"Chicago, IL",
Senior Data Engineer,Morningstar,"Chicago, IL",
Senior Data Engineer,84.51°,"Chicago, IL",
Sr Patent Agent (m/f/x),HERE Technologies,"Chicago, IL",
Deals Transaction Services - Deal Analytics - Director,PRICE WATERHOUSE COOPERS,"Chicago, IL",
Forensic Data Analytics Senior Manager - Nationwide,BDO,"Chicago, IL",
Data Scientist,CNA Insurance,"Chicago, IL",
"Sr. Analyst, Business Intelligence",US Cellular,"Chicago, IL",
"Senior Data Analyst - Financial Systems, Treasury",BAXTER,"Deerfield, IL",
Data Scientist (Decision Science Identity Team),Epsilon,"Chicago, IL",
"Data Scientist, Climate Change Solutions",Environmental Law & Policy Center,"Chicago, IL","$75,000 - $80,000 a year"
Big Data Engineering Manager,KPMG,"Chicago, IL",
Associate,KPMG,"Chicago, IL",
"Artificial Intelligence (Full Stack Developer), Senior Consultant - Applied Artificial Intelligence",Deloitte,"Chicago, IL",
Senior Data Analyst,International Financial Group (IFG),"Chicago, IL","$80,000 - $90,000 a year"
Data Scientist,Insight Global,"Chicago, IL",$36 - $77 an hour
"GCP Cloud Enablement - Analytics & Cognitive, Senior Consultant",Deloitte,"Chicago, IL",
"Software Engineer, Machine Learning - Remote",Postmates,"Chicago, IL",
"Healthcare Cloud Analyst, AI/ML- Senior Associate",PwC,"Chicago, IL",
"Product Specialist, Marketing Science",Facebook,"Chicago, IL",
Lead Web Analyst,Harnham,"Chicago, IL","$130,000 a year"
Senior Manager Analytics,Discover,"Riverwoods, IL",
Data Analytics + Insights Director,Creative Circle,"Chicago, IL",
"AWS Cloud Enablement - Analytics & Cognitive, Senior Consultant",Deloitte,"Chicago, IL",
Senior Data Engineer,"Yoh, A Day & Zimmermann Company","Chicago, IL",
"Sr. Consultant, Campaign Operations & Analytics",U.S. Cellular,"Chicago, IL",
Marketing Science Partner,Facebook,"Chicago, IL",
Senior Principal Behavioral Insights,Discover,"Riverwoods, IL",
"Azure Cloud Enablement - Analytics & Cognitive, Senior Consultant",Deloitte,"Chicago, IL",
Health Actuary - Predictive Analytics,Smith Hanley Associates,"Chicago, IL","$110,000 - $155,000 a year"
Lead/Associate Director of Analytics,MATRIX Resources,"Chicago, IL",
"Director, Data & Analytics",Aquent,"Chicago, IL",
Sr. Software Engineer,"Yoh, A Day & Zimmermann Company","Chicago, IL",
Demand Planning Analyst,Signode,"Glenview, IL",
